EMP_SER_NUM,WEEK_ENDING_DATE,ACTIVITY_CODE,DAY,LEAVE_DATE,BMS_LEAVE_TYPE,FINAL_LEAVE_TYPE_BMS,BMS_HOURS,WORK_ITEM_ID
P102RM,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,8.0,TIMEAWAY
P102SE,2024-08-30,XL0D00,THU,2024-08-29,Illness,Sick,8.0,TIMEAWAY
P102V5,2024-08-23,XL0B00,FRI,2024-08-23,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
P102V5,2024-08-23,XL0B00,MON,2024-08-19,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
P102W6,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
P102Y5,2024-09-20,XL0D00,THU,2024-09-19,Illness,Sick,4.0,TIMEAWAY
P1031H,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
P1033C,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
P1033V,2024-09-27,XL0I00,FRI,2024-09-27,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P1037B,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
P20007,2024-09-20,XL0A00,THU,2024-09-19,Vacation,Vacation,8.0,TIMEAWAY
P20007,2024-09-20,XL0B00,FRI,2024-09-20,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
P20250,2024-02-02,XL0J00,FRI,2024-02-02,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-02,XL0J00,THU,2024-02-01,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-09,XL0J00,FRI,2024-02-09,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-09,XL0J00,MON,2024-02-05,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-09,XL0J00,THU,2024-02-08,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-09,XL0J00,TUE,2024-02-06,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-09,XL0J00,WED,2024-02-07,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-16,XL0J00,FRI,2024-02-16,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-16,XL0J00,MON,2024-02-12,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-16,XL0J00,THU,2024-02-15,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-16,XL0J00,TUE,2024-02-13,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-16,XL0J00,WED,2024-02-14,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-23,XL0J00,FRI,2024-02-23,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-23,XL0J00,MON,2024-02-19,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-23,XL0J00,THU,2024-02-22,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-23,XL0J00,TUE,2024-02-20,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-02-23,XL0J00,WED,2024-02-21,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-01,XL0J00,FRI,2024-03-01,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-01,XL0J00,MON,2024-02-26,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-01,XL0J00,THU,2024-02-29,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-01,XL0J00,TUE,2024-02-27,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-01,XL0J00,WED,2024-02-28,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-08,XL0J00,FRI,2024-03-08,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-08,XL0J00,MON,2024-03-04,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-08,XL0J00,THU,2024-03-07,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-08,XL0J00,TUE,2024-03-05,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-08,XL0J00,WED,2024-03-06,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-15,XL0J00,FRI,2024-03-15,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-15,XL0J00,MON,2024-03-11,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-15,XL0J00,THU,2024-03-14,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-15,XL0J00,TUE,2024-03-12,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-15,XL0J00,WED,2024-03-13,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-22,XL0J00,FRI,2024-03-22,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-22,XL0J00,MON,2024-03-18,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-22,XL0J00,THU,2024-03-21,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-22,XL0J00,TUE,2024-03-19,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P20250,2024-03-22,XL0J00,WED,2024-03-20,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
P2029P,2024-09-27,XL0I00,FRI,2024-09-27,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P203E4,2024-09-20,XL0B00,FRI,2024-09-20,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
P203X3,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
P204CR,2024-07-26,XL0D00,FRI,2024-07-26,Illness,Sick,8.0,TIMEAWAY
P204SG,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,4.0,TIMEAWAY
P204T8,2024-02-09,XL0I00,FRI,2024-02-09,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P20523,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
P20523,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
P2052E,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
P2052E,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
P2054T,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
P205C4,2024-08-09,XL0D00,TUE,2024-08-06,Illness,Sick,8.0,TIMEAWAY
P205OX,2024-09-20,XL0G00,FRI,2024-09-20,CDO Availed,CDO,8.0,TIMEAWAY
P205QO,2024-09-20,XL0I00,THU,2024-09-19,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,4.0,TMAW    
P205ZB,2024-08-16,XL0D00,FRI,2024-08-16,Illness,Sick,8.0,TIMEAWAY
P207XX,2024-08-23,XL0B00,FRI,2024-08-23,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
P2080G,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
P2080G,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,4.0,TIMEAWAY
P2084F,2024-09-20,XL0I00,FRI,2024-09-20,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P2084F,2024-09-20,XL0I00,THU,2024-09-19,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P2084F,2024-09-20,XL0I00,WED,2024-09-18,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P2086J,2024-09-27,XL0D00,TUE,2024-09-24,Illness,Sick,8.0,TIMEAWAY
P2086J,2024-09-27,XL0D00,WED,2024-09-25,Illness,Sick,8.0,TIMEAWAY
P208I1,2024-09-06,XL0I00,MON,2024-09-02,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P208I1,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
P208I6,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
P208I6,2024-09-27,XL0I00,MON,2024-09-23,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P208I6,2024-09-27,XL0I00,TUE,2024-09-24,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P208I6,2024-09-27,XL0I00,WED,2024-09-25,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P208PY,2024-09-20,XL0A00,MON,2024-09-16,Vacation,Vacation,4.0,TIMEAWAY
P20905,2024-09-20,XL0D00,THU,2024-09-19,Illness,Sick,8.0,TIMEAWAY
P2092A,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
P20942,2024-09-13,XL0D00,FRI,2024-09-13,Illness,Sick,8.0,TIMEAWAY
P20942,2024-09-13,XL0D00,THU,2024-09-12,Illness,Sick,8.0,TIMEAWAY
P20948,2024-09-06,XL0A00,FRI,2024-09-06,Vacation,Vacation,8.0,TIMEAWAY
P20948,2024-09-06,XL0I00,MON,2024-09-02,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P20957,2024-09-06,XL0I00,MON,2024-09-02,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P209JM,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
P209QN,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,4.0,TIMEAWAY
P209QR,2024-09-27,XL0D00,WED,2024-09-25,Illness,Sick,8.0,TIMEAWAY
P209QX,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
P209Y2,2024-07-26,XL0D00,THU,2024-07-25,Illness,Sick,8.0,TIMEAWAY
P20A0H,2024-08-23,XL0D00,FRI,2024-08-23,Illness,Sick,8.0,TIMEAWAY
P20A0H,2024-08-23,XL0D00,THU,2024-08-22,Illness,Sick,8.0,TIMEAWAY
P20A0T,2024-09-20,XL0I00,MON,2024-09-16,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P20A6Y,2024-05-03,XL0B00,WED,2024-05-01,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
P20AA5,2024-09-27,XL0D00,TUE,2024-09-24,Illness,Sick,8.0,TIMEAWAY
P20AC3,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
P20AER,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
P20AF2,2024-09-20,XL0A00,FRI,2024-09-20,Vacation,Vacation,8.0,TIMEAWAY
P20AF2,2024-09-20,XL0A00,THU,2024-09-19,Vacation,Vacation,8.0,TIMEAWAY
P20AFL,2024-09-20,XL0D00,MON,2024-09-16,Illness,Sick,8.0,TIMEAWAY
P20AFL,2024-09-20,XL0D00,THU,2024-09-19,Illness,Sick,8.0,TIMEAWAY
P20AFL,2024-09-20,XL0D00,TUE,2024-09-17,Illness,Sick,8.0,TIMEAWAY
P20AFL,2024-09-20,XL0D00,WED,2024-09-18,Illness,Sick,8.0,TIMEAWAY
P20AFL,2024-09-20,XL0I00,FRI,2024-09-20,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P20AJC,2024-09-27,XL0I00,MON,2024-09-23,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
P20B7S,2024-09-13,XL0A00,MON,2024-09-09,Vacation,Vacation,8.0,TMAW    
P20B9W,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
P20B9W,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
P20BBD,2024-09-06,XL0A00,FRI,2024-09-06,Vacation,Vacation,8.0,TMAW    
P20BBD,2024-09-13,XL0A00,MON,2024-09-09,Vacation,Vacation,8.0,TMAW    
P20BBD,2024-09-13,XL0A00,TUE,2024-09-10,Vacation,Vacation,8.0,TMAW    
X91697,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
X91697,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
