EMP_SER_NUM,WEEK_ENDING_DATE,ACTIVITY_CODE,DAY,LEAVE_DATE,BMS_LEAVE_TYPE,FINAL_LEAVE_TYPE_BMS,BMS_HOURS,WORK_ITEM_ID
112855,2024-09-27,XL0J00,FRI,2024-09-27,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
112855,2024-09-27,XL0J00,MON,2024-09-23,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
112855,2024-09-27,XL0J00,THU,2024-09-26,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
112855,2024-09-27,XL0J00,TUE,2024-09-24,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
112855,2024-09-27,XL0J00,WED,2024-09-25,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
112870,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
112870,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
112870,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
112935,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
112967,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
112976,2024-09-20,XL0G00,MON,2024-09-16,CDO Availed,CDO,8.0,TIMEAWAY
113017,2024-09-20,XL0D00,FRI,2024-09-20,Illness,Sick,4.0,TIMEAWAY
113017,2024-09-20,XL0D00,WED,2024-09-18,Illness,Sick,8.0,TIMEAWAY
113042,2024-09-27,XL0G00,TUE,2024-09-24,CDO Availed,CDO,8.0,TIMEAWAY
113073,2024-09-20,XL0D00,FRI,2024-09-20,Illness,Sick,8.0,TIMEAWAY
113075,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
113075,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
113075,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
113075,2024-09-27,XL0D00,TUE,2024-09-24,Illness,Sick,8.0,TIMEAWAY
113075,2024-09-27,XL0D00,WED,2024-09-25,Illness,Sick,8.0,TIMEAWAY
113136,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
113136,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,4.0,TIMEAWAY
113136,2024-09-27,XL0D00,WED,2024-09-25,Illness,Sick,4.0,TIMEAWAY
113139,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
113139,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
113139,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,8.0,TIMEAWAY
113159,2024-09-27,XL0G00,FRI,2024-09-27,CDO Availed,CDO,8.0,TIMEAWAY
113159,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
113159,2024-09-27,XL0G00,THU,2024-09-26,CDO Availed,CDO,8.0,TIMEAWAY
113159,2024-09-27,XL0G00,TUE,2024-09-24,CDO Availed,CDO,8.0,TIMEAWAY
113159,2024-09-27,XL0G00,WED,2024-09-25,CDO Availed,CDO,8.0,TIMEAWAY
113212,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
113258,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,8.0,TIMEAWAY
113270,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
113272,2024-09-27,XL0D00,TUE,2024-09-24,Illness,Sick,8.0,TIMEAWAY
113285,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
113285,2024-09-27,XL0I00,THU,2024-09-26,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
113285,2024-09-27,XL0I00,WED,2024-09-25,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
113336,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
113336,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
113346,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
113349,2024-09-27,XL0G00,TUE,2024-09-24,CDO Availed,CDO,8.0,TIMEAWAY
113384,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
113408,2024-09-27,XL0G00,FRI,2024-09-27,CDO Availed,CDO,8.0,TIMEAWAY
123404,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
123404,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,4.0,TIMEAWAY
123428,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
123428,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,4.0,TIMEAWAY
123448,2024-09-27,XL0G00,FRI,2024-09-27,CDO Availed,CDO,8.0,TIMEAWAY
123456,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
123463,2023-12-29,XL0A00,WED,2023-12-27,Vacation,Vacation,8.0,TIMEAWAY
123463,2023-12-29,XL0B00,MON,2023-12-25,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
123463,2023-12-29,XL0B00,TUE,2023-12-26,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
123463,2023-12-29,XL0D00,FRI,2023-12-29,Illness,Sick,8.0,TIMEAWAY
123463,2023-12-29,XL0D00,THU,2023-12-28,Illness,Sick,8.0,TIMEAWAY
123463,2024-07-26,XL0A00,WED,2024-07-24,Vacation,Vacation,8.0,TIMEAWAY
123475,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
123481,2024-09-20,XL0A00,FRI,2024-09-20,Vacation,Vacation,8.0,TIMEAWAY
123481,2024-09-20,XL0G00,THU,2024-09-19,CDO Availed,CDO,8.0,TIMEAWAY
123481,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
123489,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,8.0,TIMEAWAY
123495,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
123495,2024-09-27,XL0G00,TUE,2024-09-24,CDO Availed,CDO,8.0,TIMEAWAY
123515,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
123515,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
123528,2024-09-20,XL0D00,FRI,2024-09-20,Illness,Sick,8.0,TIMEAWAY
123621,2024-09-27,XL0G00,THU,2024-09-26,CDO Availed,CDO,8.0,TIMEAWAY
123636,2024-09-20,XL0I00,FRI,2024-09-20,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
123669,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
123705,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,4.0,TIMEAWAY
123705,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,4.0,TIMEAWAY
123705,2024-09-27,XL0A00,TUE,2024-09-24,Vacation,Vacation,4.0,TIMEAWAY
123705,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,4.0,TIMEAWAY
123705,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,4.0,TIMEAWAY
123715,2024-09-20,XL0I00,FRI,2024-09-20,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
123715,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
123747,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
123755,2024-09-20,XL0D00,FRI,2024-09-20,Illness,Sick,8.0,TIMEAWAY
123755,2024-09-20,XL0D00,THU,2024-09-19,Illness,Sick,8.0,TIMEAWAY
123765,2024-09-20,XL0A00,MON,2024-09-16,Vacation,Vacation,8.0,TIMEAWAY
123765,2024-09-20,XL0A00,THU,2024-09-19,Vacation,Vacation,8.0,TIMEAWAY
123765,2024-09-20,XL0A00,TUE,2024-09-17,Vacation,Vacation,8.0,TIMEAWAY
123765,2024-09-20,XL0A00,WED,2024-09-18,Vacation,Vacation,8.0,TIMEAWAY
123765,2024-09-20,XL0I00,FRI,2024-09-20,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
123783,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
123787,2024-09-20,XL0D00,FRI,2024-09-20,Illness,Sick,4.0,TIMEAWAY
123787,2024-09-20,XL0G00,WED,2024-09-18,CDO Availed,CDO,8.0,TIMEAWAY
123792,2024-09-20,XL0G00,FRI,2024-09-20,CDO Availed,CDO,8.0,TIMEAWAY
123792,2024-09-20,XL0G00,THU,2024-09-19,CDO Availed,CDO,8.0,TIMEAWAY
123806,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
123849,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
123879,2024-09-20,XL0D00,FRI,2024-09-20,Illness,Sick,8.0,TIMEAWAY
123945,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
123968,2024-09-27,XL0A00,TUE,2024-09-24,Vacation,Vacation,8.0,TIMEAWAY
123968,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
123987,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
123991,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
124012,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
124019,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
124020,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
124086,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,8.0,TIMEAWAY
124092,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
124094,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
124094,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
124104,2024-09-20,XL0A00,MON,2024-09-16,Vacation,Vacation,8.0,TIMEAWAY
124104,2024-09-20,XL0A00,TUE,2024-09-17,Vacation,Vacation,8.0,TIMEAWAY
124104,2024-09-20,XL0D00,FRI,2024-09-20,Illness,Sick,8.0,TIMEAWAY
124104,2024-09-20,XL0D00,THU,2024-09-19,Illness,Sick,8.0,TIMEAWAY
124104,2024-09-27,XL0D00,WED,2024-09-25,Illness,Sick,8.0,TIMEAWAY
124123,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
124177,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
124197,2024-09-20,XL0D00,FRI,2024-09-20,Illness,Sick,8.0,TIMEAWAY
124206,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
124237,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
124277,2024-09-27,XL0G00,FRI,2024-09-27,CDO Availed,CDO,8.0,TIMEAWAY
124373,2024-09-27,XL0G00,TUE,2024-09-24,CDO Availed,CDO,8.0,TIMEAWAY
124383,2024-09-27,XL0A00,TUE,2024-09-24,Vacation,Vacation,8.0,TIMEAWAY
134411,2024-09-27,XL0D00,TUE,2024-09-24,Illness,Sick,8.0,TIMEAWAY
134474,2024-09-27,XL0G00,THU,2024-09-26,CDO Availed,CDO,8.0,TIMEAWAY
134500,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
134502,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
134517,2024-09-20,XL0A00,FRI,2024-09-20,Vacation,Vacation,8.0,TIMEAWAY
134517,2024-09-20,XL0A00,WED,2024-09-18,Vacation,Vacation,8.0,TIMEAWAY
134526,2024-09-13,XL0D00,THU,2024-09-12,Illness,Sick,8.0,TIMEAWAY
134526,2024-09-27,XL0G00,TUE,2024-09-24,CDO Availed,CDO,8.0,TIMEAWAY
134577,2024-09-27,XL0I00,FRI,2024-09-27,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
134577,2024-09-27,XL0I00,THU,2024-09-26,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
134577,2024-09-27,XL0I00,WED,2024-09-25,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,4.0,TIMEAWAY
134616,2024-09-27,XL0D00,FRI,2024-09-27,Illness,Sick,8.0,TIMEAWAY
134616,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
134616,2024-09-27,XL0D00,TUE,2024-09-24,Illness,Sick,8.0,TIMEAWAY
134643,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
134643,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
134685,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
134685,2024-09-27,XL0A00,TUE,2024-09-24,Vacation,Vacation,8.0,TIMEAWAY
134685,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,8.0,TIMEAWAY
134685,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
134696,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
134718,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
134782,2024-09-20,XL0A00,FRI,2024-09-20,Vacation,Vacation,9.0,TIMEAWAY
134782,2024-09-20,XL0A00,MON,2024-09-16,Vacation,Vacation,9.0,TIMEAWAY
134842,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
134976,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
135005,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
135045,2024-09-20,XL0D00,THU,2024-09-19,Illness,Sick,8.0,TIMEAWAY
135190,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
135194,2024-05-10,XL0J00,FRI,2024-05-10,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-10,XL0J00,MON,2024-05-06,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-10,XL0J00,THU,2024-05-09,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-10,XL0J00,TUE,2024-05-07,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-10,XL0J00,WED,2024-05-08,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-17,XL0J00,FRI,2024-05-17,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-17,XL0J00,MON,2024-05-13,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-17,XL0J00,THU,2024-05-16,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-17,XL0J00,TUE,2024-05-14,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-17,XL0J00,WED,2024-05-15,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-24,XL0J00,FRI,2024-05-24,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-24,XL0J00,MON,2024-05-20,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-24,XL0J00,THU,2024-05-23,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-24,XL0J00,TUE,2024-05-21,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-24,XL0J00,WED,2024-05-22,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-31,XL0J00,FRI,2024-05-31,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-31,XL0J00,MON,2024-05-27,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-31,XL0J00,THU,2024-05-30,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-31,XL0J00,TUE,2024-05-28,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-05-31,XL0J00,WED,2024-05-29,Unpaid time not worked,Preventive Suspension - Unpaid,8.0,TIMEAWAY
135194,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
135370,2024-09-27,XL0G00,FRI,2024-09-27,CDO Availed,CDO,8.0,TIMEAWAY
135386,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
135446,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,8.0,TIMEAWAY
135505,2024-09-27,XL0D00,WED,2024-09-25,Illness,Sick,8.0,TIMEAWAY
135534,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
135558,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
135582,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
136002,2024-09-06,XL0A00,THU,2024-09-05,Vacation,Vacation,8.0,TIMEAWAY
136063,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
136063,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
136070,2024-09-27,XL0A00,TUE,2024-09-24,Vacation,Vacation,8.0,TIMEAWAY
136070,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,8.0,TIMEAWAY
136070,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
136071,2024-09-13,XL0D00,FRI,2024-09-13,Illness,Sick,8.0,TIMEAWAY
136131,2024-09-27,XL0D00,WED,2024-09-25,Illness,Sick,8.0,TIMEAWAY
136312,2024-09-13,XL0G00,MON,2024-09-09,CDO Availed,CDO,8.0,TIMEAWAY
136312,2024-09-27,XL0D00,TUE,2024-09-24,Illness,Sick,8.0,TIMEAWAY
136350,2024-07-26,XL0I00,THU,2024-07-25,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
136350,2024-07-26,XL0I00,WED,2024-07-24,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
136350,2024-09-27,XL0I00,THU,2024-09-26,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
136398,2024-05-03,XL0A00,THU,2024-05-02,Vacation,Vacation,8.0,TIMEAWAY
136398,2024-05-03,XL0B00,WED,2024-05-01,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
136398,2024-05-10,XL0A00,FRI,2024-05-10,Vacation,Vacation,8.0,TIMEAWAY
136398,2024-05-10,XL0A00,MON,2024-05-06,Vacation,Vacation,8.0,TIMEAWAY
136398,2024-08-02,XL0D00,MON,2024-07-29,Illness,Sick,8.0,TIMEAWAY
136398,2024-08-02,XL0D00,TUE,2024-07-30,Illness,Sick,4.0,TIMEAWAY
136398,2024-08-23,XL0B00,MON,2024-08-19,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
136398,2024-08-23,XL0D00,TUE,2024-08-20,Illness,Sick,8.0,TIMEAWAY
136398,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,4.0,TIMEAWAY
136409,2024-08-30,XL0A00,FRI,2024-08-30,Vacation,Vacation,8.0,TIMEAWAY
136409,2024-08-30,XL0A00,THU,2024-08-29,Vacation,Vacation,8.0,TIMEAWAY
136409,2024-08-30,XL0B00,MON,2024-08-26,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
136409,2024-08-30,XL0G00,TUE,2024-08-27,CDO Availed,CDO,8.0,TIMEAWAY
136409,2024-08-30,XL0G00,WED,2024-08-28,CDO Availed,CDO,8.0,TIMEAWAY
136472,2024-09-27,XL0A00,WED,2024-09-25,Vacation,Vacation,8.0,TIMEAWAY
136473,2024-09-20,XL0D00,WED,2024-09-18,Illness,Sick,8.0,TIMEAWAY
136553,2024-09-27,XL0G00,THU,2024-09-26,CDO Availed,CDO,8.0,TIMEAWAY
136553,2024-09-27,XL0G00,TUE,2024-09-24,CDO Availed,CDO,8.0,TIMEAWAY
136554,2024-09-27,XL0A00,TUE,2024-09-24,Vacation,Vacation,8.0,TIMEAWAY
136584,2024-09-20,XL0D00,FRI,2024-09-20,Illness,Sick,8.0,TIMEAWAY
136584,2024-09-27,XL0A00,FRI,2024-09-27,Vacation,Vacation,8.0,TIMEAWAY
136596,2024-09-27,XL0D00,MON,2024-09-23,Illness,Sick,8.0,TIMEAWAY
136641,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
136700,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
136702,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
136702,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
136702,2024-09-27,XL0G00,TUE,2024-09-24,CDO Availed,CDO,8.0,TIMEAWAY
136702,2024-09-27,XL0G00,WED,2024-09-25,CDO Availed,CDO,8.0,TIMEAWAY
136729,2024-09-27,XL0I00,FRI,2024-09-27,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
136735,2024-09-20,XL0D00,THU,2024-09-19,Illness,Sick,9.0,TIMEAWAY
136735,2024-09-20,XL0D00,WED,2024-09-18,Illness,Sick,9.0,TIMEAWAY
136758,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
136818,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
136839,2024-09-20,XL0D00,TUE,2024-09-17,Illness,Sick,8.0,TIMEAWAY
136867,2024-09-27,XL0A00,MON,2024-09-23,Vacation,Vacation,8.0,TIMEAWAY
136915,2024-09-27,XL0A00,THU,2024-09-26,Vacation,Vacation,8.0,TIMEAWAY
136929,2024-09-27,XL0I00,WED,2024-09-25,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
147062,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
147092,2024-09-27,XL0I00,MON,2024-09-23,Paid time not worked,Recipient of Allocated Expanded Maternity Leave of 105 days,8.0,TIMEAWAY
147104,2024-09-27,XL0G00,FRI,2024-09-27,CDO Availed,CDO,8.0,TIMEAWAY
147104,2024-09-27,XL0G00,MON,2024-09-23,CDO Availed,CDO,8.0,TIMEAWAY
147160,2024-09-27,XL0D00,WED,2024-09-25,Illness,Sick,8.0,TIMEAWAY
147183,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,8.0,TIMEAWAY
147186,2024-09-27,XL0D00,THU,2024-09-26,Illness,Sick,0.5,TIMEAWAY
147220,2024-05-31,XL0A00,MON,2024-05-27,Vacation,Vacation,8.0,TIMEAWAY
147220,2024-05-31,XL0A00,TUE,2024-05-28,Vacation,Vacation,8.0,TIMEAWAY
147220,2024-05-31,XL0A00,WED,2024-05-29,Vacation,Vacation,8.0,TIMEAWAY
147220,2024-05-31,XL0D00,FRI,2024-05-31,Illness,Sick,8.0,TIMEAWAY
147220,2024-06-21,XL0B00,MON,2024-06-17,Designated Holiday,Designated Holiday,8.0,TIMEAWAY
147220,2024-06-21,XL0D00,FRI,2024-06-21,Illness,Sick,8.0,TIMEAWAY
147220,2024-07-26,XL0D00,MON,2024-07-22,Illness,Sick,8.0,TIMEAWAY
147220,2024-08-09,XL0A00,FRI,2024-08-09,Vacation,Vacation,8.0,TIMEAWAY
